"CompanyName","Address1","Address2","City","ZipCode","CountyOrState","CountryIsoName","Email","URL","Phone"
"SEB INTERNATIONAL SERVICE","10 RUE DES CHARS","","FAUCOGNEY","70310","","FR","","https://www.groupeseb.com/fr",""
